,EnerCon,RD,Loan,TerInd,PubSpa,WatCon,Engle,Unemp,PopDen,GradeII,SolWas,WasWater,ConWas,PubBus,PasInt
Preference threshold,0.7790088638195005,0.3831298557158712,0.41695030070715744,0.32125093260383,0.11575139756658998,0.8048430752225714,0.37818066157760805,0.21428571428571416,0.7025636954442055,0.40774907749077494,0.7786313955330272,0.5964595375722541,0.5365840478420637,0.07993216192170817,0.04392711713659164
Indifference threshold,0.6646051571313457,0.23149833518312987,0.1994968937941973,0.032125093260383,0.05759618546530745,0.6675349577884926,0.03781806615776081,0.02142857142857142,0.4866301480118953,0.040774907749077494,0.6466893711389197,0.315079479768786,0.48715505439873186,0.007993216192170817,0.004392711713659164
