,EnerCon,RD,Loan,TerInd,PubSpa,WatCon,Engle,Unemp,PopDen,GradeII,SolWas,WasWater,ConWas,PubBus,PasInt
Preference threshold,0.7790088638195005,0.3831298557158712,0.41695030070715744,0.32125093260383,0.11575139756658998,0.8048430752225714,0.37818066157760805,0.21428571428571416,0.7025636954442055,0.40774907749077494,0.7786313955330272,0.5964595375722541,0.5365840478420637,0.07993216192170817,0.04392711713659164
Indifference threshold,0.7027397260273973,0.2820421753607103,0.27198136276518403,0.128500373041532,0.07698125616573497,0.7133043302665188,0.15127226463104324,0.08571428571428567,0.5586079971559987,0.16309963099630997,0.6906700459369555,0.408872832369942,0.5036313855465091,0.031972864768683266,0.017570846854636658
