,EnerCon,RD,Loan,TerInd,PubSpa,WatCon,Engle,Unemp,PopDen,GradeII,SolWas,WasWater,ConWas,PubBus,PasInt
Preference threshold,0.7790088638195005,0.3831298557158712,0.41695030070715744,0.32125093260383,0.11575139756658998,0.8048430752225714,0.37818066157760805,0.21428571428571416,0.7025636954442055,0.40774907749077494,0.7786313955330272,0.5964595375722541,0.5365840478420637,0.07993216192170817,0.04392711713659164
Indifference threshold,0.7535858178887995,0.3494339622641509,0.36862732139316634,0.257000746083064,0.10282801709963832,0.7743301602372206,0.30254452926208647,0.17142857142857135,0.6545784626814699,0.32619926199261995,0.74931094566767,0.5339306358381501,0.5255998270768789,0.06394572953736653,0.035141693709273315
