,EnerCon,RD,Loan,TerInd,PubSpa,WatCon,Engle,Unemp,PopDen,GradeII,SolWas,WasWater,ConWas,PubBus,PasInt
Preference threshold,0.7790088638195005,0.3831298557158712,0.41695030070715744,0.32125093260383,0.11575139756658998,0.8048430752225714,0.37818066157760805,0.21428571428571416,0.7025636954442055,0.40774907749077494,0.7786313955330272,0.5964595375722541,0.5365840478420637,0.07993216192170817,0.04392711713659164
Indifference threshold,0.39113618049959714,0.12879023307436183,0.10520124248232103,0.0,0.03068069713909897,0.39136710017749027,0.0,0.0,0.2775825189783165,0.0,0.37921748772374464,0.17028901734104035,0.28899776640968367,0.0,0.0
