,EnerCon,RD,Loan,TerInd,PubSpa,WatCon,Engle,Unemp,PopDen,GradeII,SolWas,WasWater,ConWas,PubBus,PasInt
Preference threshold,0.7408742949234489,0.33258601553829076,0.34446583173617074,0.22487565282268096,0.09636632686616248,0.7590737027445451,0.2647264631043256,0.1499999999999999,0.6305858463001021,0.28542435424354246,0.7346507207349914,0.502666184971098,0.5201077166942865,0.055952513345195715,0.03074898199561415
Indifference threshold,0.6518936341659952,0.21465038845726972,0.17533540413720172,0.0,0.05113449523183162,0.6522785002958171,0.0,0.0,0.4626375316305275,0.0,0.6320291462062411,0.28381502890173393,0.48166294401613946,0.0,0.0
