,EnerCon,RD,Loan,TerInd,PubSpa,WatCon,Engle,Unemp,PopDen,GradeII,SolWas,WasWater,ConWas,PubBus,PasInt
Weight,0.0625,0.0625,0.0625,0.0625,0.05,0.05,0.05,0.05,0.05,0.0625,0.0625,0.0625,0.0625,0.125,0.125
