,EnerCon,RD,Loan,TerInd,PubSpa,WatCon,Engle,Unemp,PopDen,GradeII,SolWas,WasWater,ConWas,PubBus,PasInt
Preference threshold,0.7790088638195005,0.3831298557158712,0.41695030070715744,0.32125093260383,0.11575139756658998,0.8048430752225714,0.37818066157760805,0.21428571428571416,0.7025636954442055,0.40774907749077494,0.7786313955330272,0.5964595375722541,0.5365840478420637,0.07993216192170817,0.04392711713659164
Indifference threshold,0.13037872683319904,0.04293007769145395,0.035067080827440346,0.0,0.010226899046366325,0.13045570005916343,0.0,0.0,0.09252750632610551,0.0,0.1264058292412482,0.05676300578034679,0.0963325888032279,0.0,0.0
