,EnerCon,RD,Loan,TerInd,PubSpa,WatCon,Engle,Unemp,PopDen,GradeII,SolWas,WasWater,ConWas,PubBus,PasInt
Preference threshold,0.7790088638195005,0.3831298557158712,0.41695030070715744,0.32125093260383,0.11575139756658998,0.8048430752225714,0.37818066157760805,0.21428571428571416,0.7025636954442055,0.40774907749077494,0.7786313955330272,0.5964595375722541,0.5365840478420637,0.07993216192170817,0.04392711713659164
Indifference threshold,0.3259468170829976,0.10732519422863486,0.08766770206860086,0.0,0.02556724761591581,0.32613925014790857,0.0,0.0,0.23131876581526375,0.0,0.31601457310312053,0.14190751445086697,0.24083147200806973,0.0,0.0
