,EnerCon,RD,Loan,TerInd,PubSpa,WatCon,Engle,Unemp,PopDen,GradeII,SolWas,WasWater,ConWas,PubBus,PasInt
Preference threshold,0.7535858178887995,0.3494339622641509,0.36862732139316634,0.257000746083064,0.10282801709963832,0.7743301602372206,0.30254452926208647,0.17142857142857135,0.6545784626814699,0.32619926199261995,0.74931094566767,0.5339306358381501,0.5255998270768789,0.06394572953736653,0.035141693709273315
Indifference threshold,0.6518936341659952,0.21465038845726972,0.17533540413720172,0.0,0.05113449523183162,0.6522785002958171,0.0,0.0,0.4626375316305275,0.0,0.6320291462062411,0.28381502890173393,0.48166294401613946,0.0,0.0
