,EnerCon,RD,Loan,TerInd,PubSpa,WatCon,Engle,Unemp,PopDen,GradeII,SolWas,WasWater,ConWas,PubBus,PasInt
Preference threshold,0.38950443190975026,0.1915649278579356,0.20847515035357872,0.160625466301915,0.05787569878329499,0.4024215376112857,0.18909033078880402,0.10714285714285708,0.35128184772210275,0.20387453874538747,0.3893156977665136,0.29822976878612706,0.26829202392103185,0.039966080960854085,0.02196355856829582
Indifference threshold,0.38950443190975026,0.1915649278579356,0.20847515035357872,0.160625466301915,0.05787569878329499,0.4024215376112857,0.18909033078880402,0.10714285714285708,0.35128184772210275,0.20387453874538747,0.3893156977665136,0.29822976878612706,0.26829202392103185,0.039966080960854085,0.02196355856829582
