,EnerCon,RD,Loan,TerInd,PubSpa,WatCon,Engle,Unemp,PopDen,GradeII,SolWas,WasWater,ConWas,PubBus,PasInt
Preference threshold,0.76629734085415,0.36628190899001106,0.39278881105016183,0.289125839343447,0.10928970733311415,0.7895866177298959,0.34036259541984726,0.19285714285714275,0.6785710790628376,0.36697416974169744,0.7639711706003486,0.5651950867052021,0.5310919374594713,0.07193894572953735,0.03953440542293248
Indifference threshold,0.6518936341659952,0.21465038845726972,0.17533540413720172,0.0,0.05113449523183162,0.6522785002958171,0.0,0.0,0.4626375316305275,0.0,0.6320291462062411,0.28381502890173393,0.48166294401613946,0.0,0.0
