City,Beijing,Tianjin,Shijiazhuang,Qinhuangdao,Baoding,Taiyuan,Hohhot,Shenyang,Dalian,Changchun,Harbin,Shanghai,Nanjing,Suzhou,Zhenjiang,Hangzhou,Ningbo,Wenzhou,Hefei,Fuzhou,Xiamen,Nanchang,Jinan,Qingdao,Zhengzhou,Wuhan,Changsha,Guangzhou,Shenzhen,Nanning,Guilin,Haikou,Chongqing,Chengdu,Guiyang,Zunyi,Kunming,Xi’an,Lanzhou,Urumqi,RowSum,Rank
Beijing,0.0,0.70625,0.74375,0.6000000000000001,0.70625,0.80625,0.61875,0.7375,0.58125,0.68125,0.70625,0.675,0.74375,0.7375,0.7375,0.675,0.64375,0.64375,0.675,0.55,0.51875,0.70625,0.7375,0.6375,0.675,0.675,0.61875,0.55,0.48125,0.7,0.73125,0.65,0.70625,0.55,0.6375,0.70625,0.6125,0.7375,0.70625,0.6125,25.91875,1.0
Tianjin,0.29374999999999996,0.0,0.48124999999999996,0.41874999999999996,0.5249999999999999,0.56875,0.38125,0.475,0.35624999999999996,0.50625,0.43124999999999997,0.43125,0.48124999999999996,0.54375,0.54375,0.38749999999999996,0.475,0.475,0.44375,0.25625,0.31875,0.375,0.475,0.38125,0.40625,0.4375,0.4125,0.2875,0.34375,0.46875,0.49374999999999997,0.38125,0.59375,0.34375,0.31875,0.5,0.35624999999999996,0.40625,0.40625,0.4375,16.61875,35.0
Shijiazhuang,0.25625,0.51875,0.0,0.4125,0.51875,0.5625,0.39999999999999997,0.49375,0.31875,0.5562500000000001,0.51875,0.48125,0.5,0.5625,0.59375,0.375,0.53125,0.49375,0.46875,0.3375,0.36875,0.4875,0.46875,0.43125,0.43124999999999997,0.43125,0.40625,0.36875,0.36875,0.49374999999999997,0.51875,0.43125,0.64375,0.36875,0.43125,0.43125,0.40625,0.43124999999999997,0.43125,0.42500000000000004,17.675,29.0
Qinhuangdao,0.3999999999999999,0.58125,0.5875,0.0,0.58125,0.6500000000000001,0.46249999999999997,0.55,0.40625,0.6125,0.48750000000000004,0.54375,0.59375,0.5625,0.61875,0.46875,0.55625,0.43125,0.49375,0.3375,0.42500000000000004,0.45625000000000004,0.43125,0.4,0.55,0.45625000000000004,0.4375,0.4625,0.39375,0.58125,0.54375,0.43125,0.675,0.43125,0.45625,0.55625,0.43750000000000006,0.58125,0.49375,0.48750000000000004,19.6125,18.0
Baoding,0.29374999999999996,0.4750000000000001,0.48124999999999996,0.41874999999999996,0.0,0.54375,0.4125,0.5,0.325,0.5375,0.4625,0.49374999999999997,0.48124999999999996,0.475,0.5375,0.44375,0.4125,0.5,0.35,0.31875,0.375,0.4375,0.5375,0.35,0.4375,0.4375,0.4,0.40625,0.3125,0.45,0.5249999999999999,0.44375,0.475,0.4,0.4125,0.4375,0.4125,0.4375,0.49375,0.35,16.993750000000002,33.0
Taiyuan,0.19374999999999998,0.43125,0.4375,0.34999999999999987,0.45625000000000004,0.0,0.3375,0.40625,0.2875,0.46249999999999997,0.3625,0.45,0.38125,0.44375,0.50625,0.34375,0.4,0.43125,0.3125,0.24999999999999997,0.24999999999999997,0.36874999999999997,0.4625,0.21875,0.425,0.33125,0.3125,0.1875,0.275,0.34375,0.45625,0.34375,0.5249999999999999,0.275,0.36874999999999997,0.3375,0.2875,0.36874999999999997,0.4,0.33125,14.1125,39.0
Hohhot,0.38125,0.61875,0.6000000000000001,0.5375000000000001,0.5875,0.6625,0.0,0.5,0.41874999999999996,0.625,0.58125,0.64375,0.6,0.6,0.6,0.475,0.50625,0.53125,0.475,0.40625,0.375,0.58125,0.5375,0.4375,0.53125,0.5562499999999999,0.4375,0.5,0.3125,0.59375,0.5875,0.5,0.6187499999999999,0.43125,0.5,0.5875,0.475,0.59375,0.5875,0.43124999999999997,20.525,15.0
Shenyang,0.26249999999999996,0.525,0.50625,0.44999999999999996,0.5,0.59375,0.5,0.0,0.28125,0.53125,0.51875,0.43125,0.48124999999999996,0.54375,0.6,0.4125,0.475,0.44375,0.4375,0.25625,0.3125,0.49375,0.475,0.46249999999999997,0.40625,0.4375,0.4375,0.2875,0.34375,0.46875,0.51875,0.38125,0.65,0.36874999999999997,0.34375,0.49374999999999997,0.35,0.49375,0.46875,0.4,17.34375,30.0
Dalian,0.41874999999999996,0.64375,0.68125,0.59375,0.675,0.7125,0.58125,0.71875,0.0,0.64375,0.54375,0.66875,0.69375,0.6000000000000001,0.6625000000000001,0.53125,0.5625,0.5625,0.5562499999999999,0.5,0.33749999999999997,0.55625,0.59375,0.5249999999999999,0.5874999999999999,0.5875,0.5562499999999999,0.53125,0.36875,0.625,0.7,0.59375,0.70625,0.48750000000000004,0.5562499999999999,0.6125,0.475,0.55625,0.5875,0.4875,22.581249999999997,6.0
Changchun,0.31875,0.49375,0.44374999999999987,0.38749999999999996,0.4625,0.5375000000000001,0.375,0.46875,0.35624999999999996,0.0,0.49374999999999997,0.46249999999999997,0.44999999999999996,0.5375,0.56875,0.44375,0.46875,0.4375,0.35,0.28125,0.28125,0.5249999999999999,0.5,0.31875,0.43124999999999997,0.43124999999999997,0.38125,0.34375,0.28125,0.44375,0.46249999999999997,0.40625,0.6187499999999999,0.3375,0.375,0.49375,0.31875,0.46249999999999997,0.4375,0.33749999999999997,16.525,36.0
Harbin,0.29374999999999996,0.5687500000000001,0.48124999999999996,0.5125,0.5375,0.6375,0.41874999999999996,0.48124999999999996,0.45625000000000004,0.5062500000000001,0.0,0.49375,0.51875,0.51875,0.55,0.425,0.50625,0.50625,0.5125,0.32499999999999996,0.29374999999999996,0.53125,0.48124999999999996,0.38749999999999996,0.50625,0.5,0.38749999999999996,0.32499999999999996,0.31875,0.5375,0.5,0.38749999999999996,0.63125,0.35,0.41874999999999996,0.5375,0.39375,0.50625,0.475,0.4375,18.15625,27.0
Shanghai,0.32499999999999996,0.56875,0.51875,0.45625000000000004,0.5062500000000001,0.55,0.35624999999999996,0.56875,0.33125000000000004,0.5375000000000001,0.50625,0.0,0.55,0.575,0.60625,0.41874999999999996,0.5125,0.5375000000000001,0.41875,0.32499999999999996,0.38125,0.5375000000000001,0.5125,0.35624999999999996,0.50625,0.5062500000000001,0.45,0.38125,0.35,0.4875,0.55625,0.41874999999999996,0.6625000000000001,0.43750000000000006,0.4125,0.5,0.3875,0.48125,0.475,0.3625,18.33125,26.0
Nanjing,0.25625,0.51875,0.5,0.40625,0.51875,0.61875,0.4,0.51875,0.30625,0.55,0.48124999999999996,0.44999999999999996,0.0,0.475,0.5687500000000001,0.44375,0.40625,0.4625,0.425,0.30624999999999997,0.33125,0.45625,0.49374999999999997,0.39375,0.375,0.48125,0.36874999999999997,0.30624999999999997,0.36250000000000004,0.4625,0.51875,0.375,0.58125,0.3875,0.39374999999999993,0.48750000000000004,0.34375,0.43125,0.51875,0.41875,17.1,32.0
Suzhou,0.26249999999999996,0.45625000000000004,0.4375,0.4375,0.525,0.55625,0.4,0.45625000000000004,0.3999999999999999,0.4625,0.48124999999999996,0.42500000000000004,0.525,0.0,0.5,0.34375,0.40625,0.40625,0.45625,0.29999999999999993,0.3625,0.425,0.40625,0.3625,0.40625,0.48124999999999996,0.39375,0.33749999999999997,0.33125,0.43125,0.45625,0.3125,0.58125,0.3875,0.36250000000000004,0.54375,0.36875,0.4,0.4875,0.36875,16.44375,37.0
Zhenjiang,0.26249999999999996,0.45625000000000004,0.40625,0.38125,0.4625,0.49375,0.4,0.4,0.3374999999999999,0.43125,0.44999999999999996,0.39375000000000004,0.4312499999999999,0.5,0.0,0.28125,0.43124999999999997,0.40625,0.425,0.275,0.33124999999999993,0.43125,0.375,0.33124999999999993,0.375,0.4,0.3625,0.3625,0.35625,0.4,0.45625,0.3125,0.6125,0.3875,0.39375000000000004,0.48125,0.36875,0.4,0.45625,0.3375,15.55625,38.0
Hangzhou,0.32499999999999996,0.6125,0.625,0.53125,0.55625,0.65625,0.525,0.5875,0.46875,0.55625,0.575,0.58125,0.55625,0.65625,0.71875,0.0,0.59375,0.46875,0.49375,0.45625,0.39375,0.55,0.55625,0.4875,0.53125,0.4875,0.55,0.51875,0.425,0.5875,0.64375,0.5,0.7375,0.5125,0.42499999999999993,0.60625,0.49375,0.4625,0.60625,0.4625,21.08125,12.0
Ningbo,0.35624999999999996,0.525,0.46875,0.44375,0.5875,0.6,0.49375,0.525,0.4375,0.53125,0.49375,0.48750000000000004,0.59375,0.59375,0.5687500000000001,0.40625,0.0,0.5,0.49375,0.34375,0.4625,0.525,0.46875,0.4,0.46875,0.55625,0.4625,0.40625,0.3125,0.49375,0.51875,0.4125,0.6125,0.54375,0.45625000000000004,0.54375,0.49375,0.5625,0.5562499999999999,0.4625,19.16875,20.0
Wenzhou,0.35624999999999996,0.525,0.50625,0.56875,0.5,0.56875,0.46875,0.55625,0.4375,0.5625,0.49375,0.4624999999999999,0.5375,0.59375,0.59375,0.53125,0.5,0.0,0.53125,0.375,0.4,0.525,0.5,0.525,0.46875,0.55625,0.5,0.375,0.375,0.5875,0.64375,0.48124999999999996,0.65,0.4875,0.42500000000000004,0.64375,0.4625,0.5875,0.4375,0.4625,19.762499999999996,16.0
Hefei,0.32499999999999996,0.55625,0.53125,0.50625,0.65,0.6875,0.525,0.5625,0.4437500000000001,0.65,0.48750000000000004,0.58125,0.575,0.54375,0.575,0.50625,0.50625,0.46875,0.0,0.38125,0.375,0.49375,0.46875,0.4375,0.5562499999999999,0.49374999999999997,0.4375,0.38125,0.3125,0.53125,0.60625,0.5375,0.61875,0.46249999999999997,0.49375,0.5562499999999999,0.44999999999999996,0.5,0.46875,0.45625,19.7,17.0
Fuzhou,0.44999999999999996,0.74375,0.6625,0.6625,0.68125,0.75,0.59375,0.74375,0.5,0.71875,0.675,0.675,0.6937500000000001,0.7000000000000001,0.725,0.54375,0.65625,0.625,0.61875,0.0,0.49375,0.61875,0.625,0.5875,0.59375,0.61875,0.61875,0.53125,0.4312500000000001,0.68125,0.70625,0.56875,0.7125,0.55,0.5875,0.64375,0.5375,0.61875,0.6187499999999999,0.55,24.3125,3.5
Xiamen,0.48124999999999996,0.68125,0.63125,0.575,0.625,0.75,0.625,0.6875,0.6625000000000001,0.71875,0.70625,0.61875,0.66875,0.6375,0.6687500000000001,0.60625,0.5375,0.6,0.625,0.50625,0.0,0.68125,0.63125,0.59375,0.65625,0.6875,0.625,0.5375,0.375,0.65625,0.70625,0.56875,0.68125,0.525,0.59375,0.6499999999999999,0.575,0.7125,0.6875,0.55625,24.3125,3.5
Nanchang,0.29374999999999996,0.625,0.5125,0.54375,0.5625,0.6312500000000001,0.41874999999999996,0.50625,0.44375,0.4750000000000001,0.46875,0.4624999999999999,0.54375,0.575,0.56875,0.44999999999999996,0.475,0.475,0.50625,0.38125,0.31875,0.0,0.475,0.44375,0.53125,0.53125,0.50625,0.35,0.375,0.56875,0.5249999999999999,0.50625,0.6,0.40625,0.4125,0.5375,0.38749999999999996,0.53125,0.4375,0.4125,18.775000000000002,22.0
Jinan,0.26249999999999996,0.525,0.53125,0.56875,0.4625,0.5375,0.4625,0.525,0.40625,0.5,0.51875,0.48750000000000004,0.5062500000000001,0.59375,0.625,0.44375,0.53125,0.5,0.53125,0.375,0.36875,0.525,0.0,0.49375,0.5,0.525,0.55,0.34375,0.34375,0.525,0.4875,0.46875,0.675,0.41875,0.48749999999999993,0.6375,0.46875,0.55625,0.46249999999999997,0.43125,19.1625,21.0
Qingdao,0.36250000000000004,0.61875,0.56875,0.6,0.65,0.78125,0.5625,0.5375000000000001,0.4750000000000001,0.68125,0.6125,0.64375,0.60625,0.6375,0.6687500000000001,0.5125,0.6,0.475,0.5625,0.4125,0.40625,0.55625,0.50625,0.0,0.5375,0.5249999999999999,0.5,0.4125,0.34375,0.6,0.6375,0.50625,0.68125,0.43124999999999997,0.53125,0.6187499999999999,0.48124999999999996,0.5625,0.59375,0.49375,21.49375,10.0
Zhengzhou,0.32499999999999996,0.59375,0.5687500000000001,0.44999999999999996,0.5625,0.575,0.46875,0.59375,0.4125000000000001,0.5687500000000001,0.49375,0.49375,0.625,0.59375,0.625,0.46875,0.53125,0.53125,0.4437500000000001,0.40625,0.34375,0.46875,0.5,0.4625,0.0,0.53125,0.46249999999999997,0.40625,0.375,0.5625,0.5874999999999999,0.5,0.6499999999999999,0.39375,0.46249999999999997,0.55,0.5,0.5,0.5249999999999999,0.40625,19.518749999999997,19.0
Wuhan,0.32499999999999996,0.5625,0.56875,0.54375,0.5625,0.66875,0.4437500000000001,0.5625,0.4125,0.5687500000000001,0.5,0.4937499999999999,0.51875,0.51875,0.6,0.5125,0.44375,0.44375,0.5062500000000001,0.38125,0.3125,0.46875,0.475,0.4750000000000001,0.46875,0.0,0.475,0.2875,0.31875,0.56875,0.58125,0.48124999999999996,0.56875,0.36874999999999997,0.40625,0.53125,0.38749999999999996,0.46875,0.4125,0.4375,18.63125,25.0
Changsha,0.38125,0.5875,0.59375,0.5625,0.6,0.6875,0.5625,0.5625,0.4437500000000001,0.61875,0.6125,0.55,0.6312500000000001,0.60625,0.6375,0.44999999999999996,0.5375,0.5,0.5625,0.38125,0.375,0.49375,0.44999999999999996,0.5,0.5375000000000001,0.525,0.0,0.38125,0.34375,0.55625,0.61875,0.44375,0.65,0.43124999999999997,0.46875,0.6187499999999999,0.44999999999999996,0.5625,0.5625,0.49375,20.53125,14.0
